"id";"categoria";"subtema";"perfil_usuario";"pergunta";"resposta";"canal_sugerido";"prioridade"
"FAQ-0150";"Compartilhamento e Emprestimo";"compartilhamento recorrente";"trabalhador que usa integracao";"Emprestar cartao de gratuidade pode gerar penalidade? Sou trabalhador que usa integracao e o caso envolve compartilhamento recorrente. Nao sei se foi erro ou fraude.";"Em casos de uso por familiar, a recomendacao e interromper imediatamente esse comportamento e regularizar o beneficio conforme a regra aplicavel ao perfil do usuario. Para esse tipo de situacao (compartilhamento recorrente), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0151";"Compartilhamento e Emprestimo";"uso simultaneo";"beneficiario de gratuidade";"Posso emprestar meu cartao para outra pessoa? Sou beneficiario de gratuidade e o caso envolve uso simultaneo. Estou tentando entender antes de usar novamente.";"Cartoes pessoais devem ser usados apenas pelo titular. Quando ha compartilhamento, o sistema pode gerar alerta, bloquear preventivamente ou encaminhar o caso para analise humana. Para esse tipo de situacao (uso simultaneo), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0152";"Compartilhamento e Emprestimo";"uso simultaneo";"trabalhador que usa integracao";"Meu filho usou meu cartao. Isso pode bloquear? Sou trabalhador que usa integracao e o caso envolve uso simultaneo. Nao sei se foi erro ou fraude.";"Se o cartao for utilizado por outra pessoa, mesmo que conhecida, o uso pode ser classificado como indevido conforme a regra do beneficio vinculado ao titular. Para esse tipo de situacao (uso simultaneo), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0153";"Compartilhamento e Emprestimo";"uso simultaneo";"titular com deslocamento recorrente";"O que acontece se o sistema identificar compartilhamento? Sou titular com deslocamento recorrente e o caso envolve uso simultaneo. Quero uma orientacao clara para nao perder o beneficio.";"O sistema observa intervalos curtos, locais diferentes e comportamento incompatível com uso individual. Quando esse padrao aparece, o cartao entra em revisao. Para esse tipo de situacao (uso simultaneo), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0154";"Compartilhamento e Emprestimo";"uso simultaneo";"beneficiario de gratuidade";"Uso por familiar e permitido? Sou beneficiario de gratuidade e o caso envolve uso simultaneo. Estou tentando entender antes de usar novamente.";"Em casos de uso por familiar, a recomendacao e interromper imediatamente esse comportamento e regularizar o beneficio conforme a regra aplicavel ao perfil do usuario. Para esse tipo de situacao (uso simultaneo), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0155";"Compartilhamento e Emprestimo";"uso simultaneo";"trabalhador que usa integracao";"Existe diferenca entre emprestimo eventual e uso indevido? Sou trabalhador que usa integracao e o caso envolve uso simultaneo. Nao sei se foi erro ou fraude.";"Mesmo quando nao ha ma-fe, o compartilhamento pode violar a titularidade do cartao. Por isso vale consultar as regras antes de permitir qualquer uso por terceiros. Para esse tipo de situacao (uso simultaneo), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0156";"Compartilhamento e Emprestimo";"uso simultaneo";"titular com deslocamento recorrente";"Como o sistema sabe que duas pessoas usaram o mesmo cartao? Sou titular com deslocamento recorrente e o caso envolve uso simultaneo. Quero uma orientacao clara para nao perder o beneficio.";"Se houve uso indevido acidental, o ideal e relatar o ocorrido, confirmar os dados do titular e aguardar a avaliacao operacional do caso. Para esse tipo de situacao (uso simultaneo), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0157";"Compartilhamento e Emprestimo";"uso simultaneo";"beneficiario de gratuidade";"Compartilhar o cartao pode gerar bloqueio definitivo? Sou beneficiario de gratuidade e o caso envolve uso simultaneo. Estou tentando entender antes de usar novamente.";"Cartoes pessoais devem ser usados apenas pelo titular. Quando ha compartilhamento, o sistema pode gerar alerta, bloquear preventivamente ou encaminhar o caso para analise humana. Para esse tipo de situacao (uso simultaneo), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0158";"Compartilhamento e Emprestimo";"uso simultaneo";"trabalhador que usa integracao";"Posso justificar um uso feito por outra pessoa? Sou trabalhador que usa integracao e o caso envolve uso simultaneo. Nao sei se foi erro ou fraude.";"Se o cartao for utilizado por outra pessoa, mesmo que conhecida, o uso pode ser classificado como indevido conforme a regra do beneficio vinculado ao titular. Para esse tipo de situacao (uso simultaneo), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0159";"Compartilhamento e Emprestimo";"uso simultaneo";"titular com deslocamento recorrente";"Se meu cartao foi usado por engano por outra pessoa, como regularizar? Sou titular com deslocamento recorrente e o caso envolve uso simultaneo. Quero uma orientacao clara para nao perder o beneficio.";"O sistema observa intervalos curtos, locais diferentes e comportamento incompatível com uso individual. Quando esse padrao aparece, o cartao entra em revisao. Para esse tipo de situacao (uso simultaneo), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0160";"Compartilhamento e Emprestimo";"uso simultaneo";"beneficiario de gratuidade";"Emprestar cartao de gratuidade pode gerar penalidade? Sou beneficiario de gratuidade e o caso envolve uso simultaneo. Estou tentando entender antes de usar novamente.";"Em casos de uso por familiar, a recomendacao e interromper imediatamente esse comportamento e regularizar o beneficio conforme a regra aplicavel ao perfil do usuario. Para esse tipo de situacao (uso simultaneo), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0161";"Compartilhamento e Emprestimo";"regra de titularidade";"titular com deslocamento recorrente";"Posso emprestar meu cartao para outra pessoa? Sou titular com deslocamento recorrente e o caso envolve regra de titularidade. Quero uma orientacao clara para nao perder o beneficio.";"Cartoes pessoais devem ser usados apenas pelo titular. Quando ha compartilhamento, o sistema pode gerar alerta, bloquear preventivamente ou encaminhar o caso para analise humana. Para esse tipo de situacao (regra de titularidade), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0162";"Compartilhamento e Emprestimo";"regra de titularidade";"beneficiario de gratuidade";"Meu filho usou meu cartao. Isso pode bloquear? Sou beneficiario de gratuidade e o caso envolve regra de titularidade. Estou tentando entender antes de usar novamente.";"Se o cartao for utilizado por outra pessoa, mesmo que conhecida, o uso pode ser classificado como indevido conforme a regra do beneficio vinculado ao titular. Para esse tipo de situacao (regra de titularidade), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0163";"Compartilhamento e Emprestimo";"regra de titularidade";"trabalhador que usa integracao";"O que acontece se o sistema identificar compartilhamento? Sou trabalhador que usa integracao e o caso envolve regra de titularidade. Nao sei se foi erro ou fraude.";"O sistema observa intervalos curtos, locais diferentes e comportamento incompatível com uso individual. Quando esse padrao aparece, o cartao entra em revisao. Para esse tipo de situacao (regra de titularidade), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0164";"Compartilhamento e Emprestimo";"regra de titularidade";"titular com deslocamento recorrente";"Uso por familiar e permitido? Sou titular com deslocamento recorrente e o caso envolve regra de titularidade. Quero uma orientacao clara para nao perder o beneficio.";"Em casos de uso por familiar, a recomendacao e interromper imediatamente esse comportamento e regularizar o beneficio conforme a regra aplicavel ao perfil do usuario. Para esse tipo de situacao (regra de titularidade), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0165";"Compartilhamento e Emprestimo";"regra de titularidade";"beneficiario de gratuidade";"Existe diferenca entre emprestimo eventual e uso indevido? Sou beneficiario de gratuidade e o caso envolve regra de titularidade. Estou tentando entender antes de usar novamente.";"Mesmo quando nao ha ma-fe, o compartilhamento pode violar a titularidade do cartao. Por isso vale consultar as regras antes de permitir qualquer uso por terceiros. Para esse tipo de situacao (regra de titularidade), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0166";"Compartilhamento e Emprestimo";"regra de titularidade";"trabalhador que usa integracao";"Como o sistema sabe que duas pessoas usaram o mesmo cartao? Sou trabalhador que usa integracao e o caso envolve regra de titularidade. Nao sei se foi erro ou fraude.";"Se houve uso indevido acidental, o ideal e relatar o ocorrido, confirmar os dados do titular e aguardar a avaliacao operacional do caso. Para esse tipo de situacao (regra de titularidade), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
"FAQ-0167";"Compartilhamento e Emprestimo";"regra de titularidade";"titular com deslocamento recorrente";"Compartilhar o cartao pode gerar bloqueio definitivo? Sou titular com deslocamento recorrente e o caso envolve regra de titularidade. Quero uma orientacao clara para nao perder o beneficio.";"Cartoes pessoais devem ser usados apenas pelo titular. Quando ha compartilhamento, o sistema pode gerar alerta, bloquear preventivamente ou encaminhar o caso para analise humana. Para esse tipo de situacao (regra de titularidade), a orientacao mais segura e consultar atendimento presencial e confirmar o historico recente do cartao antes de tentar novo uso.";"Atendimento presencial";"Media"
"FAQ-0168";"Compartilhamento e Emprestimo";"regra de titularidade";"beneficiario de gratuidade";"Posso justificar um uso feito por outra pessoa? Sou beneficiario de gratuidade e o caso envolve regra de titularidade. Estou tentando entender antes de usar novamente.";"Se o cartao for utilizado por outra pessoa, mesmo que conhecida, o uso pode ser classificado como indevido conforme a regra do beneficio vinculado ao titular. Para esse tipo de situacao (regra de titularidade), a orientacao mais segura e consultar central e confirmar o historico recente do cartao antes de tentar novo uso.";"Central";"Media"
"FAQ-0169";"Compartilhamento e Emprestimo";"regra de titularidade";"trabalhador que usa integracao";"Se meu cartao foi usado por engano por outra pessoa, como regularizar? Sou trabalhador que usa integracao e o caso envolve regra de titularidade. Nao sei se foi erro ou fraude.";"O sistema observa intervalos curtos, locais diferentes e comportamento incompatível com uso individual. Quando esse padrao aparece, o cartao entra em revisao. Para esse tipo de situacao (regra de titularidade), a orientacao mais segura e consultar faq e confirmar o historico recente do cartao antes de tentar novo uso.";"FAQ";"Media"
